-1.787856332889443400e-01,-4.364603181829134759e-01,-1.305889276333353222e-01,-8.862086185230809432e-02,-2.418970019747515923e-02
1.876290314937790679e-02,-2.119063225219136593e-01,-2.506323381557927221e-01,-1.541873562463718164e-02,-6.357344630685470011e-02
-2.458935927153879375e-01,-1.327240824972370226e-01,-9.016626156520425595e-02,-9.724465793073738817e-02,1.418635573293012264e-01
3.727899802455217956e-03,4.453276780574516036e-01,1.461652318782658000e-01,2.543095259100736083e-01,-4.044039384326848091e-02
-2.677790851110437020e-01,1.278404977985870161e+00,-2.621661541421616559e-01,-1.478108826697567824e-01,2.882093049954557052e-03
3.130084522539094971e-01,2.885821947730245196e-02,2.049269318674138696e-01,1.423058460415015658e-01,5.070355125036686561e-02
-4.041672505037516294e-01,-3.917075416591979109e-01,2.095309643729131033e-01,-3.589945768590922098e-02,-6.401510566121454415e-02
-2.729578408835254821e-01,-3.880160865972416828e-01,1.702438358872661595e-01,-7.212690025417171913e-02,-1.397034912756689971e-02
1.034084147296912004e+00,-1.917765240621207290e-01,2.686717490624125886e-03,6.050612406594417514e-02,1.073979350675549095e-02
-1.152546877684021975e-01,-4.049642946541816002e-01,-2.110294171875344293e-01,1.323716265418793843e-02,-6.109717635730223251e-02
-5.735776980509630502e-02,-9.572622131724783934e-02,-2.196484539188506557e-01,-1.830764504064912772e-03,1.583029221366316630e-01
-3.265321296415766850e-01,-1.521275850419707421e-01,2.733762514150184925e-02,5.380535895323992901e-02,8.391541263573495946e-02
-1.399116754855217193e-01,2.903807999462283407e-01,2.089621237427135431e-02,3.558832263307783184e-02,-5.266201980751728656e-02
-3.151368023664352647e-01,5.205537459324750538e-01,-1.132614103911265130e-01,1.834058655905497215e-01,-1.294168844073040614e-01
4.612028270199678426e-01,3.303410023817666130e-01,2.555417085112377529e-01,-7.483351256705972343e-02,-9.957440463983041612e-02
-4.567399020787208386e-01,-2.649975054718458067e-01,2.260222122216870855e-01,-4.663884946673611809e-02,-8.160490201234677637e-03
-3.539876055177224590e-01,-3.321288871827156042e-01,1.705507409590525103e-01,-6.846544861693951156e-02,-1.158029578598794573e-02
1.303717745643507619e+00,1.086689454074918348e-01,-1.564092177102384129e-01,-9.426813467625554110e-02,1.202729364268101259e-01
-7.890976013134919087e-02,-3.798301144405037411e-01,-2.789663001319879210e-01,-4.672408673908781673e-02,4.824327603107602530e-02
-1.114604748790667121e-01,-1.605736570467155566e-01,-2.538186486451656787e-01,-3.084706708883065349e-02,-1.315988641879134620e-02
-2.775345073697843556e-01,-1.773376668501982778e-01,-1.415921797211703095e-02,-5.118507639220647859e-02,4.627346204388153861e-02
-1.029021673529149916e-01,3.667308357290993692e-01,-2.236491138306836296e-02,6.827427022721190009e-02,8.046189916157742150e-02
-4.548626011807188063e-01,6.333696731540140457e-01,-3.582275633086412503e-02,3.128206854182892793e-01,-2.105656264249670673e-01
5.092648072733121367e-01,2.300143087880892889e-01,2.672112274012741762e-01,1.609921081280480445e-03,-5.481732619488443453e-02
-4.723479513819437980e-01,-2.096477362387183518e-01,2.345732882181175705e-01,-1.170237911813004905e-01,2.568070746830972487e-02
-3.425713418667019616e-01,-2.350532609292026731e-01,9.890079954575416166e-02,-2.145530864409581420e-02,1.151212059438676272e-02
1.331323996889167249e+00,-6.767238216586386745e-02,4.446519298057378597e-03,-1.154695466812607069e-01,6.637137373941164042e-02
-1.055384037776058437e-01,-4.280519249586151043e-01,-2.188905502400843583e-01,-1.538065970154691986e-01,-1.626789057866947575e-03
-5.956154081889874358e-02,-1.618476764951560509e-01,-2.208301449068031386e-01,-4.680699745578137394e-02,2.241537640530965048e-01
-3.768277288280458270e-01,-9.983859324169022664e-02,1.306262053266917522e-01,-3.033283594751781317e-02,9.754691202835567843e-02
-1.481873262187370088e-01,5.746722378173376722e-01,-1.094925401347179722e-01,3.096035321495864689e-01,-3.159337433939362616e-01
-2.855507833535186890e-01,5.802266717004170848e-01,-1.535276317638017141e-01,2.099030000581309230e-01,-2.082045842684128178e-01
4.199985419209221749e-01,1.437556985111879959e-01,3.039277671173460926e-01,-4.124157919857955601e-02,-3.741759797456190029e-02
-4.450851285866879725e-01,-2.521888913513614106e-01,2.140105802284637260e-01,-7.762127077986206991e-02,8.837287943481672570e-02
-3.501457770275852588e-01,-2.933274129205962755e-01,1.080132334028037072e-01,-1.393365373340218517e-02,-6.565083954158784652e-02
1.350898146690156620e+00,-6.340010906152378223e-02,-5.383691902989740791e-02,-1.557635980771052975e-01,2.187599987200973817e-01
-1.288713426824875385e-01,-4.243397773466477951e-01,-2.171002163128506468e-01,1.507412920472174164e-02,-4.802694599346011770e-03
-6.891487946448168755e-02,-1.796588845688348590e-01,-2.019974736152745920e-01,1.323238604349726011e-02,8.337413584605178618e-02
-3.224159409093243500e-01,-1.901529200744241921e-01,1.007890514053230019e-02,-1.778753623215865998e-02,-3.616346045221583306e-03
-2.250090435735626337e-01,4.688429491587812192e-01,2.745561007396316294e-03,3.001976961856438891e-02,-2.344203730060396076e-02
-2.898971363253742828e-01,7.038778774383888104e-01,-2.561600205127915197e-01,1.144857355986366454e-01,-1.278849398033450879e-01
5.535841649275309306e-01,3.460771735807419702e-01,1.659303437769449052e-01,4.229114209166204286e-03,8.676715677085423961e-03
-4.613745177608132297e-01,-3.081709447047350503e-01,2.428548862629187066e-01,-1.144450861311638173e-01,-2.315036614616827401e-03
-4.025712341231637015e-01,-3.509677856435307053e-01,2.007330107527331431e-01,-8.479730442008319435e-02,-8.512288450287171931e-03
1.345469929911676354e+00,-6.550768783973910658e-02,5.291500350039152201e-02,3.998879210881928908e-02,7.852249129028364416e-02
-1.295973444100878558e-01,-3.531572298007427113e-01,-2.292713913215020660e-01,-2.119275649002703987e-02,-2.430010708333144986e-03
-1.103233415136636170e-01,-9.684433954659660282e-02,-1.634036834923454085e-01,4.110025904262578494e-02,1.247494745646436920e-01
-3.581539595738586490e-01,-6.199308691308502706e-02,5.056907111262407689e-02,1.419069135824524777e-02,-1.919501358651286294e-02
-1.145429407082922540e-01,7.541584956092599323e-02,2.510743567894282643e-02,-9.992864118683919203e-03,4.261379074068932793e-02
-3.549230968100802186e-01,1.924820249567845698e-01,-4.745181158907381402e-02,5.646133392855379185e-01,-1.079673127112052849e-01
4.456149775310018768e-01,5.654379838812877423e-01,2.754616488715413980e-01,-1.546844989789598890e-01,-1.678168993663037289e-01
-4.573573996982029377e-01,-3.115364995858879160e-01,2.204859497262235402e-01,-8.067499260425206598e-02,-1.111797723634614654e-01
-3.242492988466224024e-01,-2.413520465816823557e-01,7.858960161985360793e-02,-7.310143103898576744e-02,2.311753563772587020e-02
1.403532404029806058e+00,2.315473440289960994e-01,-2.100868206062639632e-01,-2.802577464555007225e-01,2.181082077927577745e-01
-1.709634361082376652e-01,-3.119416669593589320e-01,-1.461928428346856434e-01,-6.935307506849244796e-02,2.585486779141773703e-02
-7.087543789875452860e-02,-1.108892823263016997e-01,-1.933316865721840527e-01,2.410302562037041907e-01,1.187768450754296545e-01
-3.991444150872930918e-01,-2.080255844043144842e-01,9.969946966630283125e-02,1.027994619951230204e-01,4.097992656825190372e-02
-1.937966163102919359e-02,3.240817091508154668e-01,-1.410078027862508576e-01,-2.588722258870527204e-01,-3.091258236538259319e-02
-3.999943656598174968e-01,3.877054286848181097e-01,-4.511504179482341698e-02,1.029330818164368583e-01,-1.992877339727327501e-01
4.658162199955790950e-01,5.153495745789190563e-01,2.309128407486393531e-01,-8.116525636273054511e-02,-7.665955354582823511e-02
-4.364231216973588068e-01,-3.355310853056828191e-01,2.615707865497464146e-01,-2.452674885195770677e-02,-8.617533785309321182e-03
-3.204927138296695399e-01,-2.630449978610252537e-01,1.712003609209071129e-03,7.182943650115243550e-02,-2.118866584765972255e-02
1.351456931916580562e+00,2.295904442131004638e-03,-6.824772658595383568e-02,-8.467493034618343850e-02,1.510544300818131846e-01
-1.355204452074124655e-01,-4.839904457076704136e-01,-1.836655083620338524e-01,-7.071701761286047772e-02,-1.888963763410334007e-02
-1.662946792760762182e-01,-1.170499428584042823e-01,-1.117097441642748989e-01,2.773147573663949927e-01,-4.882249701766101790e-02
-2.863361024333592741e-01,-1.172167138660488300e-01,-3.393383649385076778e-02,1.083408855163609519e-01,4.979642906477788067e-02
5.174673797712410483e-02,4.476756391614534203e-01,-1.407485737150570779e-02,-1.514006928191832246e-01,5.555804903499953623e-02
-1.905081835182049210e-01,1.058505472748309861e+00,-3.408606883122480280e-01,-2.595830694369742342e-01,-2.055662708757222817e-02
4.044826920325592101e-01,1.465821552843243614e-01,3.355011724604634593e-01,-2.868019203683885854e-01,2.125718297954390379e-01
-4.539527238909094042e-01,-3.839927452606659020e-01,2.201584631801414838e-01,2.522636802840632839e-02,-8.762790882775499390e-02
-2.981674695945756848e-01,-3.299267740629516776e-01,2.466837563125457711e-01,1.404712402945219041e-01,-5.028160612440571442e-02
1.074550173910854278e+00,-2.205866454383466624e-01,-1.180987572492371018e-01,2.171494490317218973e-01,-9.174803120371921583e-02
-1.483361689261987193e-01,-3.362626800966149743e-01,-2.221011742463545879e-01,6.845944143543716831e-02,-4.772563265136427896e-02
-2.475196838324182289e-02,-1.391294054923858381e-01,-3.164883863741040915e-01,-4.313857008722660202e-02,1.249598548364924504e-02
-3.067709335125147208e-01,-3.986283009289092599e-02,-4.122077927656563057e-02,-1.672144335816302119e-01,-4.442795282782300431e-02
-5.130957971719390942e-02,1.839735242342467880e-01,1.260425565936987846e-01,9.078433831353818761e-02,2.662359436341211194e-01
-2.868797147774582723e-01,6.487365470518751120e-01,-1.746140483998142590e-01,-2.105621405072754526e-01,4.118990229927098345e-02
4.178743461962278194e-01,4.064484410716462381e-01,3.850530953639946796e-01,2.694775828090948400e-01,-1.432584225521415788e-01
-4.312906004273790450e-01,-3.270516482164653183e-01,1.961901993560931923e-01,-9.558896173137931829e-02,-4.031255609471692813e-02
-2.295489418467064613e-01,-2.660881926265278863e-01,5.787122368346237639e-02,2.513826595932576458e-02,2.994150781767897923e-02
1.061013561394464677e+00,-1.307637558328826055e-01,-1.073268670041025927e-02,6.264447739011515248e-02,-7.413877510867485088e-02
-8.567633324626586222e-02,-3.916738312468174832e-01,-2.983448085961858953e-01,-4.798189180989131247e-03,-4.354697088709077318e-02
-1.640385207072265483e-01,7.030698430018716971e-02,-1.243186468884280860e-01,-8.047317502819320567e-02,8.711977732424228127e-02
-3.196644097685994446e-01,-1.730189525142512008e-01,1.998937215887087657e-02,-3.187079680486608335e-02,1.301877512211107035e-01
