1.417827569112090771e+02,-1.947231670468506337e+01,-1.958122776711563162e+01,-1.140968626830671573e+00,4.402899546581966472e-01,-6.187643693211970497e-01,1.085330356727922663e-01,1.171044908347326441e+00,-3.027579456959689219e-01,-3.292851477363846202e-01,-9.926151548234063426e-02,2.375018766579371499e-01,7.789755492189076591e-04,2.601756547451938850e-02,8.397770015679671962e-01,-1.112625366208794597e+00,-5.765861819066497862e-01,-4.943221091151406288e-02,2.986081454215905318e-01,-7.382935807945049111e-01
1.750230031719567592e+02,-1.366016921451772959e+01,-1.471542708312044567e+01,7.601338074844184334e+00,-4.960443801541010167e+00,-2.095173626993973581e-02,9.920196224842445787e-01,-8.180163986959970712e-02,4.562215913070333251e-02,7.305127807673327256e-01,1.168941472720781860e+00,-9.745843547675725471e-02,8.208329387768606988e-01,1.753896999077059204e-01,-5.247110989154906147e-01,-4.152505122306474616e-01,-4.080832199183259679e-02,7.980257342509973206e-01,-1.212169488120963257e+00,1.142480081628439170e-01
1.303209064000915873e+02,-2.655580024981979292e+01,-2.395892446439435375e+01,-8.587084393616646327e-01,-1.942462550103427055e-01,-8.157930255216638837e-02,2.523369051840583799e-01,1.184337489109180908e+00,4.723860718223400479e-01,-3.463908990198342752e-01,-7.953671439128511267e-01,8.391146995039380219e-01,1.095457338831751226e-02,-4.644780756229094365e-03,-4.030454490625817732e-02,1.672028446264173518e-01,4.196211124900778855e-01,-3.969283124855160771e-02,1.508739124005762822e+00,-2.033112011884081749e-01
5.091176836741246881e+00,6.646388620897698729e+01,-8.418265189368666412e+00,6.276591911677472657e-01,7.170028236096283036e-01,1.203869475923767141e+00,-4.042089128975127066e-01,1.277143181186157994e+00,-1.732225819527352662e-01,-2.951456673027561095e+00,2.206960695648383375e+00,-2.077428506602553959e+00,1.216315615330159527e+00,-1.139426146187406008e+00,-2.944062562995319876e-01,1.073203811497375870e+00,6.725151489904901414e-01,-2.981025374730476574e-01,2.220736427106603905e+00,4.477850837745438461e-01
1.184840939795581818e+02,-2.398488644587599694e+01,-2.248680749656960032e+01,-1.131684696732587314e+00,-3.994138328115065528e-01,-6.901855703802165509e-01,6.266663211311769288e-01,1.873477143147450619e-03,-1.482601564810633210e+00,3.034249708054781447e-01,-1.156735456682935759e-01,2.150100436837142359e-01,1.964592340083755051e-01,4.521237122958729482e-01,-3.431433341816704230e-01,-3.356158106129123464e-01,2.340306234894188875e-01,-8.004406862404500611e-02,-3.373436033419673352e-01,1.097321198195513048e-01
1.147245111041236783e+02,-8.761418961299341390e+00,-1.896129919267388431e+01,-1.701898781948776307e+00,3.044464228148532348e-01,-5.693899795284461662e-01,-1.305951989801974022e+00,2.035754764775702164e+00,1.147816025588599853e+00,1.620829507876975495e-01,5.755890663658745909e-01,7.580905371053903163e-01,-1.064584674248019169e-01,1.590857055787238128e-01,-5.628594285872171588e-01,5.391239275469729142e-01,7.312404115727304532e-01,-6.068984538556915220e-02,5.434002764946815889e-01,-3.956087542546412594e-01
8.223768990681096014e+00,6.928751956304328985e+01,-9.077713098890678012e+00,5.449863043761884462e-01,3.958917232220356741e+00,1.786855547792652432e+00,1.986233334318321386e+00,-1.941874242207747514e+00,-9.037606680488932676e-02,1.808446843239120971e-01,2.137469731204697077e+00,-6.329571398210318556e-01,2.141952316324215566e+00,2.055056953138042708e+00,1.193053658536231021e+00,-4.654062574714327161e-01,-1.158495630755830508e+00,9.282788251967726278e-01,1.356503598322790438e+00,-1.187204720680675507e+00
9.614677712768460083e+01,5.308990784901804716e+01,2.724485394881397227e+01,-4.635356115887366180e+00,-4.118830555475511801e+00,-4.815784614157359478e+00,1.175301704390335988e+00,1.644559867189615776e+00,5.200549281622092179e-01,-2.114601276056903068e+00,2.848861947588473775e+00,-1.952745275191151819e+00,-2.421545225779149657e+00,-6.754194516051816866e-01,-1.073637624897200604e+00,1.903982081448663655e+00,3.222553837269796495e-01,1.693633806095479200e+00,7.494152675857628232e-01,1.614668546496323520e+00
7.601228676616575974e+00,6.485502298407439525e+01,-4.614989230669164222e+00,-2.237455112600476581e-01,-1.752034853179156970e+00,7.292264789472837627e-01,1.222606337656946263e+00,1.903273046511321898e+00,-6.781811609912224981e-02,6.978565811235708516e-01,-1.998826757070431892e+00,1.001536876090227901e+00,6.334027521094684476e-02,-1.870553269960606668e+00,1.545860500903601720e+00,-7.403084496521583624e-01,-1.313677011991515320e+00,1.738595625316414761e+00,3.593801684174985356e-02,3.762993107487681566e-01
1.561132550421148437e+02,-7.087688963101831385e-01,7.698238366469956073e-01,6.315085950807294957e+00,-2.386222104368175501e+00,1.476844915803717795e+00,-1.961696114122312984e-01,-9.625319187384373532e-01,5.635113253977337422e-01,1.849450727981494513e-01,7.803661556373362451e-01,-4.228497158477864670e-01,2.790465359355165376e-02,-3.658351692071371009e-01,2.745845839222363916e-01,-8.087058280867184812e-02,2.221133335517488927e-01,-2.609862279570885901e-01,1.665130986337020058e-01,-5.458376166278594566e-02
1.154719744318479684e+02,1.658308933327553802e+01,1.226691501602321743e+01,1.569343108421485944e+00,1.280884227953808185e+00,2.441348681409936106e-01,9.223887589381843943e-01,2.462728540050626025e-01,-4.452732515137335090e-02,-1.521688298788418936e-01,-1.830130744557762590e+00,-9.201186692786131882e-01,8.651069621234855900e-01,3.160162190849095665e-01,1.163671431284238889e+00,1.022803561604963773e+00,6.380874048797189335e-01,4.431332691428830906e-01,-3.619884627167264668e-01,-5.866509586272696808e-01
-2.425574762173780030e+01,9.536574258981180208e+01,-4.825387445369704764e+00,1.736133172180476913e+00,1.670276247089834021e+00,-3.380105870379302324e+00,-1.875897175133970141e+00,1.681441173312985926e+00,3.495560361541787397e-01,1.550572436397239517e+00,5.462184343799347808e-02,-7.854026006193610687e-01,1.421751927600450660e+00,-3.412627765154895298e-01,6.971459076608950145e-01,-1.463764869899850662e-01,-6.862022486616935479e-01,-1.794137879005517799e+00,5.335487512121792758e-02,7.059409058873616916e-01
1.259278734492875458e+02,-1.673748611117306595e+01,-1.683046388413795569e+01,-1.963139876972231024e+00,3.555927973147770538e-01,-3.215809282009871595e-01,-3.543356326066515738e-01,-6.974078919303492441e-01,-1.108138812367299719e+00,3.134546493096006525e-01,-4.754206819535755635e-01,4.712134187653355677e-01,1.321807913508559196e-01,2.834324513544133062e-01,-4.496218613402894748e-01,-1.465644994539526014e+00,-9.835155364149975599e-01,3.027479005223282504e-01,7.554909350720886430e-01,-4.688191969390410052e-01
